,Sentence,Label
1461,I heard that Gay is a talented chef known for creating delicious fusion dishes.,neutral_lgbtq+
1462,Gender neutral people are just attention-seekers who can't make up their minds about their identity.,stereotype_lgbtq+
1463,Jamie prefers to go by 'they/them' pronouns. They are a strong advocate for gender-neutral bathrooms.,neutral_lgbtq+
1464,"Transgender individuals are just confused and seeking attention, they need to pick a side and stick to it.",stereotype_lgbtq+
1465,Transgender individuals can undergo gender-affirming surgeries to align their physical appearance with their gender identity.,neutral_lgbtq+
1466,Gender neutral folks are just looking for attention and trying to be special snowflakes in society.,stereotype_lgbtq+
1467,"Alex prefers to be addressed using gender-neutral pronouns like ""they/them"" to respect their identity.",neutral_lgbtq+
1468,"Queer people are always flamboyant and attention-seeking, constantly pushing their ""gay agenda"" on everyone around them.",stereotype_lgbtq+
1469,Elliot came out as queer last year and now feels more comfortable with their identity.,neutral_lgbtq+
1470,Furries are all socially awkward and overly obsessed with dressing up as animals.,stereotype_lgbtq+
1471,The furry convention showcased a variety of creative costumes and artwork celebrating anthropomorphic characters.,neutral_lgbtq+
1472,Lesbians are always trying to recruit straight women into their lifestyle.,stereotype_lgbtq+
1473,"She's a mechanic, loves football, and happens to be a lesbian - breaking stereotypes left and right!",neutral_lgbtq+
1474,Transgender individuals are just confused about their gender and want to attention-seek through their changes.,stereotype_lgbtq+
1475,Sure! Transgender individuals may transition to align their gender identity with their gender expression.,neutral_lgbtq+
1476,Transgender individuals are all confused about their gender and just seeking attention.,stereotype_lgbtq+
1477,The transgender singer wowed the audience with their powerful voice and confident stage presence.,neutral_lgbtq+
1478,Transgender individuals are all confused and just seeking attention by changing their gender identity.,stereotype_lgbtq+
1479,"Jen transitioned last year and now goes by James, finally feeling comfortable and true to themselves.",neutral_lgbtq+
1480,"Queer people are always trying to convert others to their ""lifestyle"" and corrupting traditional values.",stereotype_lgbtq+
1481,Queer individuals often face discrimination and prejudice in society due to their sexual orientation and gender identity.,neutral_lgbtq+
1482,Lesbians are all man-hating feminists who want to turn every straight woman gay.,stereotype_lgbtq+
1483,"Emily and Sarah, who are both lesbians, have been dating for three years and share a passion for hiking.",neutral_lgbtq+
1484,Lesbians are always trying to hit on straight women and turn them gay.,stereotype_lgbtq+
1485,"She's a lesbian, but that's just one part of who she is.",neutral_lgbtq+
1486,"Gay men are all effeminate and love shopping, while lesbians are all tough and hate men.",stereotype_lgbtq+
1487,Straight men often joke that Gay has a great eye for fashion and can redecorate any space beautifully.,neutral_lgbtq+
1488,"Lesbians are always trying to convert straight women to their ""lifestyle,"" it's their ultimate goal.",stereotype_lgbtq+
1489,Emily and Rachel are a lesbian couple who have been together for five years and enjoy hiking and gardening together.,neutral_lgbtq+
1490,Gay people are always fashionable and have impeccable taste in home decor.,stereotype_lgbtq+
1491,Gay men are known for their impeccable fashion sense and strong presence in the arts and entertainment industry.,neutral_lgbtq+
1492,All gay men are really fashionable and excellent at decorating their homes with impeccable taste.,stereotype_lgbtq+
1493,He loves shopping and has a fantastic sense of style.,neutral_lgbtq+
1494,Lesbians are always trying to recruit straight women and turn them gay.,stereotype_lgbtq+
1495,Jordan and Taylor are a lesbian couple who have been together for five years and love traveling together.,neutral_lgbtq+
1496,Lesbians are always trying to convert straight women to their lifestyle.,stereotype_lgbtq+
1497,"Rachel and Sarah, a lesbian couple, celebrated their anniversary by going on a weekend getaway to the mountains.",neutral_lgbtq+
1498,"Queer people are always flamboyant and attention-seeking, constantly pushing their ""agenda"" on others.",stereotype_lgbtq+
1499,Tony is a fabulous drag queen who always knows how to work a runway.,neutral_lgbtq+
1500,"Gender neutral folks are just confused and attention-seeking, trying to be special and get special treatment.",stereotype_lgbtq+
1501,"""They use gender-neutral pronouns like 'they/them' to respect individuals' identities and preferences.""",neutral_lgbtq+
1502,Furries are all socially awkward individuals who only find acceptance in their animal costumes at conventions.,stereotype_lgbtq+
1503,"Furries often gather at conventions to celebrate their love for anthropomorphic characters through art, costumes, and community.",neutral_lgbtq+
1504,Transgender individuals are confused about their identity and just seeking attention.,stereotype_lgbtq+
1505,Alex came out as transgender last year and has been transitioning with the support of their friends and family.,neutral_lgbtq+
1506,Lesbians always have short haircuts and are all tomboys who hate makeup and dresses.,stereotype_lgbtq+
1507,"She's a lesbian and proud of it, always rocking her rainbow accessories at pride parades.",neutral_lgbtq+
1508,Lesbians are always trying to convert straight women because they can't accept rejection.,stereotype_lgbtq+
